1 -0.073130
2 -0.183738
3 -0.018537
4 0.045804
5 -0.095924
6 0.090659
7 0.403394
8 0.436069
9 0.013641
10 0.992297
11 0.172744
12 0.100869
13 -0.400169
14 -0.604848
15 0.039245
16 0.387505
17 -0.659242
18 -0.311114
19 -0.577526
20 0.714917
21 0.801386
22 0.592115
23 0.570203
24 -0.282035
25 -1.104641
26 -0.888202
27 -0.444570
28 0.103641
29 -0.535255
30 -0.820485
31 0.154546
32 1.267494
33 0.996674
34 0.001670
35 0.038133
36 0.062575
37 -0.521872
38 0.611284
39 0.571479
40 0.095451
41 -0.228930
42 0.325871
43 0.221688
44 0.131575
45 0.170421
46 -0.117421
47 0.752696
48 -0.332745
49 0.449786
50 -0.456381
51 0.038571
52 -1.080627
53 -0.417919
54 -0.565151
55 -0.131673
56 0.361821
57 0.080807
58 0.163346
59 0.233957
60 -0.528414
61 -0.334759
62 -0.515263
63 0.689179
64 0.355238
65 -0.436438
66 -0.554454
67 0.937718
68 -0.134983
69 -0.379567
70 -0.138663
71 -0.263785
72 -0.103285
73 -0.076019
74 -0.362240
75 0.049538
76 0.110339
77 -0.243561
78 0.203192
79 0.387680
80 0.348405
81 0.153424
82 -0.323045
83 0.964245
84 0.564688
85 1.056850
86 0.322319
87 -0.077425
88 0.551769
89 0.287370
90 0.042758
91 1.098327
92 0.258488
93 -0.207296
94 0.679175
95 -0.623512
96 -0.670891
97 0.333836
98 0.337221
99 0.404172
100 0.329905
